Location,CURRENT PLATE,OWNER / Operator,VEHICLE YEAR,Vehicle year +20,Euro Class,NZTA Registered TARE Weight,NZTA MAKE MODEL SUBMODEL,Vehicle ID,Include/Exclude
Auckland,LWN89,NZ BUS,2018,2038,EURO V,"14,975",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,MAH60,NZ BUS,2019,2039,EURO V,"14,790",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN90,NZ BUS,2018,2038,EURO V,"14,855",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN91,NZ BUS,2018,2038,EURO V,"15,000",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN92,NZ BUS,2018,2038,EURO V,"14,975",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN93,NZ BUS,2018,2038,EURO V,"14,990",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN94,NZ BUS,2018,2038,EURO V,"14,930",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN95,NZ BUS,2018,2038,EURO V,"14,945",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN96,NZ BUS,2018,2038,EURO V,"14,760",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN97,NZ BUS,2018,2038,EURO V,"14,915",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,MAH29,NZ BUS,2019,2039,EURO V,"14,885",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,GEK98,NZ BUS,2002,2022,EURO III,"9,560",MAN 17.223 SLF,,Include
Auckland,GBY184,NZ BUS,2002,2022,EURO III,"9,830",MAN 17.223 SLF,,Include
Auckland,BGS116,NZ BUS,2003,2023,EURO III,"9,560",MAN 17.223 SLF,,Include
Auckland,GEG78,NZ BUS,2003,2023,EURO III,"9,780",MAN 17.223 SLF,,Include
Auckland,BHL729,NZ BUS,2003,2023,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,BHL732,NZ BUS,2003,2023,EURO III,"9,610",MAN 17.223 SLF,,Include
Auckland,BJY870,NZ BUS,2003,2023,EURO III,"9,810",MAN 17.223 SLF,,Include
Auckland,BNK105,NZ BUS,2003,2023,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,GBY183,NZ BUS,2003,2023,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,EJW614,NZ BUS,2003,2023,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,BQU537,NZ BUS,2003,2023,EURO III,"9,600",MAN 17.223 SLF,,Include
Auckland,DSY26,NZ BUS,2003,2023,EURO III,"9,750",MAN 17.223 SLF,,Include
Auckland,BRM899,NZ BUS,2003,2023,EURO III,"9,680",MAN 17.223 SLF,,Include
Auckland,BSA601,NZ BUS,2003,2023,EURO III,"9,780",MAN 17.223 SLF,,Include
Auckland,CDG911,NZ BUS,2004,2024,EURO III,"9,760",MAN 17.223 SLF,,Include
Auckland,CCR712,NZ BUS,2004,2024,EURO III,"9,750",MAN 17.223 SLF,,Include
Auckland,CEK69,NZ BUS,2004,2024,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,CGQ815,NZ BUS,2004,2024,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,CHE858,NZ BUS,2004,2024,EURO III,"9,640",MAN 17.223 SLF,,Include
Auckland,CKJ349,NZ BUS,2004,2024,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CLJ78,NZ BUS,2005,2025,EURO III,"9,740",MAN 17.223 SLF,,Include
Auckland,CLT712,NZ BUS,2005,2025,EURO III,"9,840",MAN 17.223 SLF,,Include
Auckland,CST638,NZ BUS,2005,2025,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,CST639,NZ BUS,2005,2025,EURO III,"9,680",MAN 17.223 SLF,,Include
Auckland,CUY409,NZ BUS,2005,2025,EURO V,"10,040",MAN 17.223 SLF,,Include
Auckland,CUY413,NZ BUS,2005,2025,EURO V,"10,050",MAN 17.223 SLF,,Include
Auckland,GER488,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GER489,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GER490,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTL299,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GUB136,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GUL343,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAP722,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAP725,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAP727,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAP736,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAY903,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAY906,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HBQ417,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCA486,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCA488,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCA490,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCA495,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCA497,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCG632,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCS505,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCS520,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HCZ881,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HDQ20,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HFD222,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HFE760,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HFE765,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGH751,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGH757,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGH758,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGL551,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JUM536,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JWH943,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JWH956,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JWH967,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JWH976,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JYB422,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JYB435,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JYB436,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JYB453,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUJ137,NZ BUS,2018,2038,EURO V,"14,695",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,MAH30,NZ BUS,2019,2039,EURO V,"14,790",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUJ138,NZ BUS,2018,2038,EURO V,"14,690",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUJ139,NZ BUS,2018,2038,EURO V,"14,690",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN81,NZ BUS,2018,2038,EURO V,"14,890",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUS77,NZ BUS,2018,2038,EURO V,"14,690",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN82,NZ BUS,2018,2038,EURO V,"14,930",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUS2,NZ BUS,2018,2038,EURO V,"14,515",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUS79,NZ BUS,2018,2038,EURO V,"14,515",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS247,NZ BUS,2019,2039,EURO V,"14,750",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK293,NZ BUS,2019,2039,EURO V,"14,800",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK272,NZ BUS,2019,2039,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS148,NZ BUS,2019,2039,EURO V,"14,800",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS149,NZ BUS,2019,2039,EURO V,"14,750",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS151,NZ BUS,2019,2039,EURO V,"14,650",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS152,NZ BUS,2019,2039,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS331,NZ BUS,2019,2039,EURO V,"14,750",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS332,NZ BUS,2019,2039,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN84,NZ BUS,2018,2038,EURO V,"14,640",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN85,NZ BUS,2018,2038,EURO V,"14,990",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK296,NZ BUS,2019,2039,EURO V,"14,800",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN86,NZ BUS,2018,2038,EURO V,"14,830",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,KSA889,NZ BUS,2017,2037,EURO V,"14,872",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA900,NZ BUS,2017,2037,EURO V,"14,765",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA895,NZ BUS,2017,2037,EURO V,"14,933",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA886,NZ BUS,2017,2037,EURO V,"14,850",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA897,NZ BUS,2017,2037,EURO V,"14,830",BCI CITYRIDER ,,Include
Auckland,BCW231,NZ BUS,2003,2023,EURO III,"9,610",MAN 17.223 SLF,,Include
Auckland,BCW718,NZ BUS,2003,2023,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,BCW716,NZ BUS,2003,2023,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,BCW717,NZ BUS,2003,2023,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,BFZ265,NZ BUS,2003,2023,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,BFZ266,NZ BUS,2003,2023,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,BJY874,NZ BUS,2003,2023,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,BJY879,NZ BUS,2003,2023,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,BKR301,NZ BUS,2003,2023,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,BKR306,NZ BUS,2003,2023,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,BKR314,NZ BUS,2003,2023,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,BKR315,NZ BUS,2003,2023,EURO III,"9,660",MAN 17.223 SLF,,Include
Auckland,BQF942,NZ BUS,2003,2023,EURO III,"9,770",MAN 17.223 SLF,,Include
Auckland,BQF957,NZ BUS,2003,2023,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,BQU522,NZ BUS,2003,2023,EURO III,"9,740",MAN 17.223 SLF,,Include
Auckland,BQU531,NZ BUS,2003,2023,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,GEF981,NZ BUS,2003,2023,EURO III,"9,750",MAN 17.223 SLF,,Include
Auckland,FYQ926,NZ BUS,2003,2023,EURO III,"9,810",MAN 17.223 SLF,,Include
Auckland,BSJ161,NZ BUS,2003,2023,EURO III,"9,780",MAN 17.223 ,,Include
Auckland,BSJ166,NZ BUS,2003,2023,EURO III,"9,810",MAN 17.223 SLF,,Include
Auckland,CHE847,NZ BUS,2004,2024,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,CMF430,NZ BUS,2005,2025,EURO III,"9,660",MAN 17.223 SLF,,Include
Auckland,CML343,NZ BUS,2005,2025,EURO III,"9,810",MAN 17.223 SLF,,Include
Auckland,CML344,NZ BUS,2005,2025,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,CML345,NZ BUS,2005,2025,EURO III,"9,840",MAN 17.223 SLF,,Include
Auckland,CNR583,NZ BUS,2005,2025,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,FYT406,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,FZQ846,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBN112,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBU7,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GBW784,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD502,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD504,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD518,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCD516,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GCP686,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDJ715,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GDQ251,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GHL214,NZ BUS,2012,2032,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GLL680,NZ BUS,2012,2032,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GSC652,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GSN305,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GSR624,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTB841,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTB844,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GLS776,NZ BUS,2003,2023,EURO III,"9,560",MAN 17.223 SLF,,Include
Auckland,BGS117,NZ BUS,2003,2023,EURO III,"9,630",MAN 17.223 SLF,,Include
Auckland,BHL726,NZ BUS,2003,2023,EURO III,"9,650",MAN 17.223 SLF,,Include
Auckland,BHL728,NZ BUS,2003,2023,EURO III,"9,650",MAN 17.223 SLF,,Include
Auckland,BKR317,NZ BUS,2003,2023,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,GCP989,NZ BUS,2003,2023,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,BRC552,NZ BUS,2003,2023,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CDG914,NZ BUS,2004,2024,EURO III,"9,780",MAN 17.223 SLF,,Include
Auckland,CEK70,NZ BUS,2004,2024,EURO III,"9,750",MAN 17.223 SLF,,Include
Auckland,CKJ348,NZ BUS,2004,2024,EURO III,"9,700",MAN 17.223 SLF,,Include
Auckland,CLT711,NZ BUS,2005,2025,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,CRT231,NZ BUS,2005,2025,EURO III,"9,800",MAN 17.223 SLF,,Include
Auckland,CST637,NZ BUS,2005,2025,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,HCG622,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HFE764,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JUM520,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,JUM535,NZ BUS,2016,2036,EURO V,"14,880",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUS76,NZ BUS,2018,2038,EURO V,"14,705",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUJ140,NZ BUS,2018,2038,EURO V,"14,690",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUS1,NZ BUS,2018,2038,EURO V,"14,690",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LUS78,NZ BUS,2018,2038,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS248,NZ BUS,2019,2039,EURO V,"14,800",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK294,NZ BUS,2019,2039,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS249,NZ BUS,2019,2039,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS250,NZ BUS,2019,2039,EURO V,"14,750",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK295,NZ BUS,2019,2039,EURO V,"14,650",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK424,NZ BUS,2019,2039,EURO V,"14,650",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK273,NZ BUS,2019,2039,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LWN83,NZ BUS,2018,2038,EURO V,"14,845",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS154,NZ BUS,2019,2039,EURO V,"14,700",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYK425,NZ BUS,2019,2039,EURO V,"14,900",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,LYS333,NZ BUS,2019,2039,EURO V,"14,750",ALEXANDER DENNIS ENVIRO 500 ,,Include
Auckland,KSA892,NZ BUS,2017,2037,EURO V,"14,800",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA891,NZ BUS,2017,2037,EURO V,"14,783",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA887,NZ BUS,2017,2037,EURO V,"14,880",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA893,NZ BUS,2017,2037,EURO V,"14,847",BCI CITYRIDER BRZ6123BRZ3,,Include
Auckland,KSA890,NZ BUS,2017,2037,EURO V,"14,823",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA894,NZ BUS,2017,2037,EURO V,"14,805",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA896,NZ BUS,2017,2037,EURO V,"14,875",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA898,NZ BUS,2017,2037,EURO V,"14,798",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,KSA899,NZ BUS,2017,2037,EURO V,"14,865",BCI CITYRIDER FBC6123BRZ3,,Include
Auckland,EJW448,NZ BUS,2008,2028,EURO IV,"12,530",SCANIA K270 ,,Include
Auckland,EKL300,NZ BUS,2008,2028,EURO IV,"12,410",SCANIA K270 ,,Include
Auckland,EKW413,NZ BUS,2008,2028,EURO IV,"12,600",SCANIA K270 ,,Include
Auckland,ENA73,NZ BUS,2008,2028,EURO IV,"12,530",SCANIA K270 ,,Include
Auckland,ENA75,NZ BUS,2008,2028,EURO IV,"12,530",SCANIA K270 ,,Include
Auckland,ENA86,NZ BUS,2008,2028,EURO IV,"12,650",SCANIA K270 ,,Include
Auckland,ENA91,NZ BUS,2008,2028,EURO IV,"12,640",SCANIA K270 ,,Include
Auckland,EPN280,NZ BUS,2008,2028,EURO IV,"12,540",SCANIA K270 ,,Include
Auckland,EPN258,NZ BUS,2008,2028,EURO IV,"12,540",SCANIA K270 ,,Include
Auckland,EPN256,NZ BUS,2008,2028,EURO IV,"12,630",SCANIA K270 ,,Include
Auckland,EQG695,NZ BUS,2008,2028,EURO III,"12,410",SCANIA K270 ,,Include
Auckland,ERA229,NZ BUS,2008,2028,EURO III,"12,470",SCANIA K270 ,,Include
Auckland,EUJ376,NZ BUS,2009,2029,EURO IV,"12,560",SCANIA K270 ,,Include
Auckland,EUJ385,NZ BUS,2009,2029,EURO IV,"12,610",SCANIA K270 ,,Include
Auckland,EWE92,NZ BUS,2009,2029,EURO IV,"12,370",SCANIA K270 ,,Include
Auckland,EWE91,NZ BUS,2009,2029,EURO IV,"12,350",SCANIA K270 ,,Include
Auckland,CFH417,NZ BUS,2004,2024,EURO III,"9,810",MAN 17.223 SLF,,Include
Auckland,CGL207,NZ BUS,2004,2024,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CGL219,NZ BUS,2004,2024,EURO III,"9,840",MAN 17.223 SLF,,Include
Auckland,CGQ801,NZ BUS,2004,2024,EURO III,"9,810",MAN 17.223 SLF,,Include
Auckland,DKL829,NZ BUS,2004,2024,EURO III,"9,810",MAN 17.223 SLF,,Include
Auckland,CGQ812,NZ BUS,2004,2024,EURO III,"9,680",MAN 17.223 SLF,,Include
Auckland,CGQ813,NZ BUS,2004,2024,EURO III,"9,670",MAN 17.223 SLF,,Include
Auckland,CKJ375,NZ BUS,2004,2024,EURO III,"9,740",MAN 17.223 SLF,,Include
Auckland,CKY967,NZ BUS,2005,2025,EURO III,"9,660",MAN 17.223 SLF,,Include
Auckland,CKY969,NZ BUS,2005,2025,EURO III,"9,760",MAN 17.223 SLF,,Include
Auckland,CRT221,NZ BUS,2005,2025,EURO III,"9,710",MAN 17.223 SLF,,Include
Auckland,CRT224,NZ BUS,2004,2024,EURO III,"9,720",MAN 17.223 SLF,,Include
Auckland,CRT225,NZ BUS,2005,2025,EURO III,"9,690",MAN 17.223 SLF,,Include
Auckland,CRT227,NZ BUS,2005,2025,EURO III,"9,730",MAN 17.223 SLF,,Include
Auckland,GTL282,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTL281,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTL291,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTL297,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTR821,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GTR839,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GUB124,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,GUB130,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HAY911,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HBQ418,NZ BUS,2013,2033,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HJC573,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HJH10,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HJH13,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HJY991,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,FYT416,NZ BUS,2011,2031,EURO IV,"8,710",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,FYT419,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,FZG242,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,FZG250,NZ BUS,2011,2031,EURO IV,"8,680",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,FZG253,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,FZG254,NZ BUS,2011,2031,EURO IV,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGL549,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGL562,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HGL563,NZ BUS,2014,2034,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,HPU327,Pavlovich Coachlines,2011,2031,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,JCB213,Pavlovich Coachlines,2015,2035,EURO V,"8,700",ALEXANDER DENNIS ENVIRO 200 ,,Include
Auckland,BJC691,Pavlovich Coachlines,2003,2023,EURO III,"7,970",MAN 12.223 SLF,,Include
Auckland,BJC696,Pavlovich Coachlines,2003,2023,EURO III,"7,990",MAN 12.223 SLF,,Include
Auckland,BJC697,Pavlovich Coachlines,2003,2023,EURO III,"7,990",MAN 12.223 SLF,,Include
Auckland,EDZ967,Pavlovich Coachlines,2003,2023,EURO III,"8,000",MAN 12.223 SLF,,Include
Auckland,GYL485,Pavlovich Coachlines,2003,2023,EURO III,"7,930",MAN 12.223 SLF,,Include
